,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
HLA-E2,4.31E-173,0.319939109,0.971,0.895,1.13E-168,11,HLA-E
LAT1,2.11E-171,0.447163674,0.346,0.142,5.51E-167,11,LAT
CAPZA21,2.55E-170,0.381750206,0.73,0.45,6.69E-166,11,CAPZA2
AC127502.2,3.41E-169,0.41228239,0.295,0.109,8.93E-165,11,AC127502.2
YWHAH1,1.84E-168,0.53986058,0.528,0.327,4.81E-164,11,YWHAH
TSC22D11,1.71E-165,0.584598944,0.463,0.248,4.48E-161,11,TSC22D1
MAX,1.03E-163,0.522941721,0.541,0.362,2.70E-159,11,MAX
MGAT4B,1.51E-156,0.366107145,0.34,0.144,3.96E-152,11,MGAT4B
NAA381,4.21E-154,0.36148893,0.917,0.596,1.10E-149,11,NAA38
MCUR1,8.67E-153,0.367948282,0.337,0.144,2.27E-148,11,MCUR1
DAPP11,1.79E-147,0.418457231,0.309,0.129,4.67E-143,11,DAPP1
CCDC85B,6.86E-146,0.33165578,0.799,0.507,1.79E-141,11,CCDC85B
DYNLRB1,3.07E-145,0.306348768,0.826,0.52,8.03E-141,11,DYNLRB1
CD151,5.82E-145,0.414252677,0.34,0.154,1.52E-140,11,CD151
FKBP1A1,6.62E-145,0.350676344,0.89,0.618,1.73E-140,11,FKBP1A
ARPC52,3.57E-140,0.353381952,0.952,0.736,9.34E-136,11,ARPC5
CTSA1,2.71E-139,0.473058335,0.525,0.346,7.09E-135,11,CTSA
CAP11,2.70E-135,0.3178278,0.889,0.588,7.07E-131,11,CAP1
SOD21,1.10E-134,0.319508841,0.956,0.679,2.87E-130,11,SOD2
SNAP23,1.94E-133,0.415268387,0.429,0.241,5.08E-129,11,SNAP23
ANO6,1.25E-127,0.359359757,0.304,0.135,3.27E-123,11,ANO6
SQSTM11,3.72E-126,0.303141454,0.791,0.499,9.74E-122,11,SQSTM1
BRK11,2.08E-125,0.288206069,0.848,0.557,5.45E-121,11,BRK1
AP2M1,9.73E-124,0.293074094,0.737,0.477,2.55E-119,11,AP2M1
AP2S12,2.64E-123,0.283365226,0.851,0.54,6.91E-119,11,AP2S1
HBA12,5.71E-123,0.33979973,0.869,0.552,1.49E-118,11,HBA1
VPS28,6.39E-123,0.275365009,0.869,0.569,1.67E-118,11,VPS28
ATP6V0E1,2.65E-122,0.289041163,0.919,0.629,6.94E-118,11,ATP6V0E1
TAF10,6.07E-120,0.285451651,0.807,0.52,1.59E-115,11,TAF10
ARPC4,1.58E-119,0.281082191,0.876,0.58,4.14E-115,11,ARPC4
GABARAPL22,1.60E-119,0.287623724,0.735,0.477,4.19E-115,11,GABARAPL2
RIOK31,1.94E-119,0.345609603,0.672,0.438,5.08E-115,11,RIOK3
PPDPF1,1.22E-118,0.315431232,0.885,0.601,3.19E-114,11,PPDPF
MGLL1,1.64E-118,0.32179707,0.295,0.13,4.29E-114,11,MGLL
SLC40A1,7.72E-116,0.305045876,0.25,0.099,2.02E-111,11,SLC40A1
PLEK1,9.09E-114,0.37615078,0.956,0.685,2.38E-109,11,PLEK
STMP11,1.20E-112,0.280429467,0.852,0.57,3.13E-108,11,STMP1
CDKN2D1,1.32E-108,0.451542197,0.528,0.394,3.46E-104,11,CDKN2D
CA21,2.30E-108,0.338671983,0.284,0.124,6.03E-104,11,CA2
TPST2,2.43E-108,0.364543671,0.346,0.181,6.37E-104,11,TPST2
DAD1,1.95E-107,0.278505599,0.885,0.593,5.10E-103,11,DAD1
TMEM91,7.16E-107,0.31432457,0.265,0.115,1.87E-102,11,TMEM91
FKBP81,6.03E-106,0.299562251,0.659,0.447,1.58E-101,11,FKBP8
CAPZB,3.57E-105,0.270531314,0.922,0.655,9.34E-101,11,CAPZB
EIF2AK11,1.39E-101,0.39337922,0.413,0.254,3.65E-97,11,EIF2AK1
SNX3,9.98E-100,0.285260185,0.92,0.68,2.61E-95,11,SNX3
STOM1,1.08E-99,0.36688045,0.337,0.181,2.82E-95,11,STOM
PSTPIP2,4.91E-98,0.385892047,0.317,0.167,1.29E-93,11,PSTPIP2
ARF1,6.77E-95,0.275193636,0.956,0.792,1.77E-90,11,ARF1
NCK2,3.17E-93,0.335833208,0.289,0.144,8.31E-89,11,NCK2
CCND3,7.47E-93,0.403859657,0.475,0.348,1.96E-88,11,CCND3
TMEM219,9.46E-89,0.267225553,0.663,0.459,2.48E-84,11,TMEM219
RDH11,9.67E-89,0.267550054,0.269,0.127,2.53E-84,11,RDH11
TUBA1C1,2.28E-86,0.401306201,0.446,0.32,5.98E-82,11,TUBA1C
TMBIM1,1.42E-82,0.280350531,0.281,0.142,3.72E-78,11,TMBIM1
RHOC,3.60E-75,0.264947422,0.267,0.134,9.43E-71,11,RHOC
ETFA,7.29E-73,0.327942861,0.355,0.224,1.91E-68,11,ETFA
RAB11A,1.70E-70,0.316242032,0.393,0.263,4.45E-66,11,RAB11A
RIPOR2,8.77E-69,0.2626782,0.72,0.504,2.30E-64,11,RIPOR2
CAPN1,8.11E-66,0.274473118,0.347,0.217,2.12E-61,11,CAPN1
WDR1,1.20E-65,0.315679302,0.394,0.273,3.13E-61,11,WDR1
NDUFAF31,2.49E-54,0.300019228,0.388,0.288,6.51E-50,11,NDUFAF3
CMIP1,1.78E-53,0.29535765,0.319,0.208,4.67E-49,11,CMIP
WBP2,4.74E-50,0.250404554,0.296,0.186,1.24E-45,11,WBP2
VDAC31,6.23E-49,0.285134088,0.375,0.277,1.63E-44,11,VDAC3
PTPN18,2.00E-48,0.303659729,0.308,0.204,5.24E-44,11,PTPN18
RAB321,6.73E-48,0.314151364,0.418,0.329,1.76E-43,11,RAB32
LMNA2,4.92E-45,0.282444796,0.403,0.295,1.29E-40,11,LMNA
RNF11,4.14E-44,0.286889712,0.302,0.206,1.08E-39,11,RNF11
ICAM2,5.57E-43,0.25685703,0.283,0.186,1.46E-38,11,ICAM2
SPINT22,4.05E-40,0.259900985,0.33,0.24,1.06E-35,11,SPINT2
PIP4K2A1,4.75E-37,0.260827366,0.365,0.282,1.24E-32,11,PIP4K2A
SVIP,9.48E-36,0.256627585,0.287,0.197,2.48E-31,11,SVIP
PLEKHO11,4.38E-32,0.319038741,0.393,0.347,1.15E-27,11,PLEKHO1
SPINK23,0,1.067216621,0.892,0.337,0,12,SPINK2
C1QTNF42,0,0.927499532,0.846,0.223,0,12,C1QTNF4
FAM30A2,0,0.881044208,0.806,0.253,0,12,FAM30A
RPS4Y11,0,0.797679663,0.972,0.53,0,12,RPS4Y1
HOPX3,0,0.781470151,0.777,0.232,0,12,HOPX
IGLL12,0,0.751640645,0.721,0.157,0,12,IGLL1
SMIM243,0,0.68009707,0.866,0.264,0,12,SMIM24
NPW1,0,0.661257041,0.539,0.102,0,12,NPW
IGHM1,0,0.660420891,0.675,0.109,0,12,IGHM
EGFL73,0,0.637958321,0.828,0.235,0,12,EGFL7
RAMP11,0,0.573081824,0.684,0.124,0,12,RAMP1
BEX2,0,0.563948765,0.638,0.074,0,12,BEX2
NPR32,0,0.556043724,0.663,0.152,0,12,NPR3
SPINT23,0,0.554370565,0.792,0.238,0,12,SPINT2
HIST3H2A,0,0.534818244,0.562,0.084,0,12,HIST3H2A
HLA-DQA22,0,0.532315296,0.667,0.153,0,12,HLA-DQA2
SNHG8,0,0.526495889,0.996,0.831,0,12,SNHG8
GAS52,0,0.510571603,1,0.909,0,12,GAS5
BEX31,0,0.491632752,0.643,0.126,0,12,BEX3
SNHG291,0,0.486993909,1,0.951,0,12,SNHG29
CAVIN21,0,0.438046451,0.456,0.079,0,12,CAVIN2
EEF1B2,0,0.420958692,1,0.978,0,12,EEF1B2
RAB34,0,0.405180302,0.56,0.121,0,12,RAB34
CRHBP,0,0.362209753,0.264,0.014,0,12,CRHBP
AC026369.3,0,0.355312165,0.355,0.025,0,12,AC026369.3
MECOM,0,0.334770374,0.349,0.03,0,12,MECOM
RACK1,0,0.301900322,1,0.99,0,12,RACK1
RPS3,0,0.300210385,1,0.994,0,12,RPS3
RPS3A,0,0.285059161,1,0.994,0,12,RPS3A
RPS2,0,0.275466991,1,0.995,0,12,RPS2
RPL36A,0,0.258747575,1,0.993,0,12,RPL36A
RPL7A,4.41E-307,0.261190752,1,0.993,1.15E-302,12,RPL7A
MXRA7,1.92E-303,0.294689691,0.38,0.061,5.03E-299,12,MXRA7
C11orf1,1.33E-290,0.424186576,0.587,0.144,3.49E-286,12,C11orf1
SPNS3,5.74E-289,0.43353851,0.615,0.153,1.50E-284,12,SPNS3
RPL5,1.90E-285,0.27405654,1,0.992,4.97E-281,12,RPL5
RPS21,1.83E-277,0.257026933,1,0.992,4.78E-273,12,RPS21
RPS101,1.40E-275,0.318371187,1,0.988,3.67E-271,12,RPS10
BTF3,2.58E-274,0.332886875,0.998,0.983,6.76E-270,12,BTF3
DIPK1B,2.72E-271,0.334096456,0.445,0.089,7.11E-267,12,DIPK1B
RPSA1,8.69E-265,0.333084004,1,0.98,2.27E-260,12,RPSA
ENO11,1.12E-258,0.493291353,0.99,0.858,2.94E-254,12,ENO1
NPM2,3.18E-256,0.264415609,0.322,0.052,8.33E-252,12,NPM2
EEF1G,5.99E-255,0.339799396,1,0.978,1.57E-250,12,EEF1G
ACTG11,6.58E-249,0.374114463,1,0.964,1.72E-244,12,ACTG1
RPLP0,2.46E-248,0.31304352,1,0.988,6.45E-244,12,RPLP0
ITM2C2,1.14E-241,0.522618666,0.768,0.261,2.98E-237,12,ITM2C
PPDPF2,6.57E-240,0.529201456,0.95,0.602,1.72E-235,12,PPDPF
RPL10A,2.02E-235,0.275400492,1,0.988,5.28E-231,12,RPL10A
RPS51,2.93E-233,0.339382173,1,0.981,7.66E-229,12,RPS5
IMPDH22,6.65E-230,0.514186199,0.765,0.285,1.74E-225,12,IMPDH2
BST2,2.49E-227,0.533622529,0.902,0.497,6.52E-223,12,BST2
NME42,9.45E-225,0.501460222,0.732,0.27,2.47E-220,12,NME4
GYPC2,1.93E-223,0.582068037,0.938,0.667,5.05E-219,12,GYPC
CD96,6.42E-211,0.419849164,0.611,0.184,1.68E-206,12,CD96
EBPL1,6.56E-210,0.475772962,0.811,0.318,1.72E-205,12,EBPL
BZW2,5.73E-209,0.455519228,0.705,0.257,1.50E-204,12,BZW2
HMGA13,4.49E-201,0.514809565,0.871,0.461,1.18E-196,12,HMGA1
HSPB13,9.03E-200,0.482458948,0.74,0.282,2.36E-195,12,HSPB1
NME21,2.78E-197,0.383445261,0.994,0.909,7.28E-193,12,NME2
ARMH13,1.14E-194,0.51779156,0.908,0.47,2.98E-190,12,ARMH1
CCNB1IP1,1.81E-193,0.402796578,0.651,0.224,4.73E-189,12,CCNB1IP1
LDHB2,4.78E-187,0.450588078,0.969,0.782,1.25E-182,12,LDHB
IL182,1.22E-186,0.443944928,0.694,0.261,3.19E-182,12,IL18
ANGPT11,3.70E-184,0.437831773,0.554,0.171,9.67E-180,12,ANGPT1
SYNGR12,2.43E-183,0.424129618,0.752,0.285,6.35E-179,12,SYNGR1
EIF1AY1,3.53E-181,0.336824774,0.554,0.166,9.23E-177,12,EIF1AY
HINT11,1.64E-179,0.348264576,0.998,0.927,4.30E-175,12,HINT1
SNHG61,1.24E-178,0.297798316,0.999,0.952,3.23E-174,12,SNHG6
EIF3E,3.98E-178,0.352472761,0.982,0.903,1.04E-173,12,EIF3E
CTSW2,4.38E-178,0.54200247,0.781,0.344,1.15E-173,12,CTSW
ZFAS11,3.37E-171,0.306220895,0.999,0.962,8.83E-167,12,ZFAS1
SNHG72,1.04E-169,0.488441651,0.908,0.626,2.71E-165,12,SNHG7
NPM11,1.15E-169,0.326106936,0.993,0.955,3.02E-165,12,NPM1
HNRNPA1,4.40E-169,0.270973108,1,0.976,1.15E-164,12,HNRNPA1
GNA152,1.84E-167,0.444114446,0.697,0.281,4.81E-163,12,GNA15
ATP5MC2,1.07E-164,0.282114361,1,0.954,2.80E-160,12,ATP5MC2
FXYD5,3.14E-161,0.354911234,0.988,0.848,8.21E-157,12,FXYD5
UQCRH,1.45E-159,0.309699828,0.993,0.905,3.80E-155,12,UQCRH
GAPDH,3.86E-155,0.287333112,1,0.979,1.01E-150,12,GAPDH
ARL21,2.30E-154,0.36872066,0.606,0.227,6.02E-150,12,ARL2
TMED3,7.65E-153,0.326123414,0.544,0.186,2.00E-148,12,TMED3
FLT32,3.25E-150,0.404843115,0.567,0.21,8.51E-146,12,FLT3
NENF1,2.00E-148,0.373115255,0.7,0.293,5.22E-144,12,NENF
ANP32B1,6.22E-148,0.329857399,0.974,0.865,1.63E-143,12,ANP32B
AREG2,4.38E-142,0.620045525,0.82,0.543,1.15E-137,12,AREG
FKBP4,6.89E-142,0.275669647,0.402,0.116,1.80E-137,12,FKBP4
H2AFY1,4.90E-137,0.377813847,0.974,0.817,1.28E-132,12,H2AFY
GCSH,1.49E-135,0.286590579,0.449,0.143,3.91E-131,12,GCSH
APEX11,6.55E-135,0.403164354,0.863,0.535,1.72E-130,12,APEX1
CD591,6.93E-132,0.264729956,0.429,0.132,1.81E-127,12,CD59
CYTL11,1.52E-131,0.303469991,0.498,0.161,3.97E-127,12,CYTL1
MZT2A1,4.69E-131,0.387770873,0.862,0.531,1.23E-126,12,MZT2A
PPA11,1.01E-130,0.393884456,0.793,0.425,2.63E-126,12,PPA1
HAGHL,2.15E-129,0.257654922,0.385,0.113,5.62E-125,12,HAGHL
MZT2B1,4.10E-129,0.318518073,0.975,0.833,1.07E-124,12,MZT2B
TMEM238,1.19E-128,0.259825126,0.41,0.125,3.10E-124,12,TMEM238
SLC25A6,1.91E-128,0.271775062,0.995,0.936,4.99E-124,12,SLC25A6
PEBP11,1.04E-127,0.370855845,0.892,0.624,2.71E-123,12,PEBP1
MPG1,2.33E-127,0.37266279,0.728,0.334,6.10E-123,12,MPG
CD811,2.79E-125,0.366204775,0.772,0.36,7.30E-121,12,CD81
DNPH1,7.90E-123,0.299977312,0.458,0.159,2.07E-118,12,DNPH1
CLNS1A,8.25E-121,0.341777608,0.657,0.293,2.16E-116,12,CLNS1A
OLA1,1.08E-119,0.338824573,0.688,0.313,2.83E-115,12,OLA1
TCEAL4,1.99E-118,0.316280167,0.572,0.226,5.22E-114,12,TCEAL4
LSM21,3.67E-117,0.346623184,0.681,0.315,9.61E-113,12,LSM2
GAMT,2.55E-116,0.25329405,0.399,0.128,6.67E-112,12,GAMT
MYL6B1,5.05E-115,0.277182401,0.485,0.176,1.32E-110,12,MYL6B
TSC22D12,8.28E-114,0.408247612,0.588,0.249,2.17E-109,12,TSC22D1
HSP90AB11,1.03E-112,0.278115719,0.989,0.939,2.69E-108,12,HSP90AB1
ATF7IP2,2.49E-112,0.354016573,0.59,0.256,6.53E-108,12,ATF7IP2
SNHG16,2.70E-111,0.340540765,0.704,0.339,7.08E-107,12,SNHG16
ESD,1.49E-108,0.32297778,0.665,0.31,3.89E-104,12,ESD
HLA-DPA13,2.29E-108,0.380046647,0.967,0.705,6.00E-104,12,HLA-DPA1
MIF1,2.44E-108,0.30352812,0.994,0.909,6.38E-104,12,MIF
RSL1D1,4.90E-108,0.330121304,0.892,0.656,1.28E-103,12,RSL1D1
CDCA7L1,5.13E-108,0.253931527,0.433,0.15,1.34E-103,12,CDCA7L
RASSF11,2.26E-103,0.308860139,0.613,0.27,5.91E-99,12,RASSF1
FABP52,2.70E-103,0.35309925,0.608,0.27,7.06E-99,12,FABP5
A1BG,3.32E-103,0.302764886,0.573,0.246,8.68E-99,12,A1BG
BEX4,5.74E-103,0.269536023,0.513,0.2,1.50E-98,12,BEX4
C20orf271,1.32E-102,0.306918272,0.507,0.209,3.45E-98,12,C20orf27
LSM7,2.53E-100,0.307845184,0.919,0.723,6.62E-96,12,LSM7
CIRBP1,4.23E-100,0.273371502,0.973,0.881,1.11E-95,12,CIRBP
HSD17B11,4.35E-100,0.348547897,0.782,0.482,1.14E-95,12,HSD17B11
DCTPP11,6.31E-99,0.254321502,0.412,0.149,1.65E-94,12,DCTPP1
HLA-DPB13,1.37E-98,0.357667922,0.947,0.71,3.59E-94,12,HLA-DPB1
TRAPPC6A,3.52E-97,0.29708092,0.613,0.281,9.22E-93,12,TRAPPC6A
NHP21,1.00E-95,0.330662833,0.675,0.343,2.62E-91,12,NHP2
GSTP14,1.23E-94,0.285547348,0.983,0.885,3.21E-90,12,GSTP1
NME11,4.54E-94,0.305436814,0.549,0.24,1.19E-89,12,NME1
HEBP1,5.42E-93,0.25263976,0.476,0.191,1.42E-88,12,HEBP1
MGMT,6.39E-93,0.267202806,0.519,0.221,1.67E-88,12,MGMT
SMIM3,8.91E-93,0.28435812,0.535,0.229,2.33E-88,12,SMIM3
EAF22,1.04E-92,0.303873183,0.599,0.275,2.72E-88,12,EAF2
ZNF221,4.40E-92,0.285236952,0.582,0.263,1.15E-87,12,ZNF22
TAF1D1,7.72E-92,0.332527749,0.879,0.705,2.02E-87,12,TAF1D
EPB41L4A-AS1,2.92E-91,0.310664592,0.689,0.352,7.64E-87,12,EPB41L4A-AS1
EIF3F,7.37E-89,0.263733293,0.95,0.8,1.93E-84,12,EIF3F
GIHCG3,3.90E-88,0.363519846,0.846,0.507,1.02E-83,12,GIHCG
SOX44,5.84E-88,0.391524335,0.897,0.629,1.53E-83,12,SOX4
TM7SF31,5.40E-87,0.269407476,0.503,0.215,1.41E-82,12,TM7SF3
SINHCAF1,8.26E-87,0.289273156,0.6,0.285,2.16E-82,12,SINHCAF
DANCR,2.76E-85,0.277613924,0.583,0.271,7.21E-81,12,DANCR
GLO1,4.69E-85,0.271921614,0.517,0.231,1.23E-80,12,GLO1
LY6E,1.09E-84,0.321619954,0.82,0.518,2.86E-80,12,LY6E
SERPINB61,2.27E-84,0.301957965,0.731,0.413,5.93E-80,12,SERPINB6
MAP3K82,5.33E-83,0.399273444,0.797,0.596,1.40E-78,12,MAP3K8
COX5A,8.02E-83,0.287658445,0.891,0.673,2.10E-78,12,COX5A
LAGE31,5.98E-81,0.250145733,0.508,0.225,1.56E-76,12,LAGE3
EIF3L,3.98E-78,0.277046748,0.854,0.665,1.04E-73,12,EIF3L
SRM,1.07E-77,0.282220802,0.519,0.247,2.81E-73,12,SRM
ST13,4.32E-75,0.26525016,0.892,0.736,1.13E-70,12,ST13
TMEM256,4.14E-74,0.285152164,0.683,0.388,1.08E-69,12,TMEM256
IGFBP72,7.15E-74,0.301312323,0.801,0.486,1.87E-69,12,IGFBP7
MEF2C3,1.98E-73,0.28695398,0.611,0.3,5.18E-69,12,MEF2C
MDH2,5.18E-73,0.2773275,0.759,0.469,1.35E-68,12,MDH2
PMAIP1,5.85E-72,0.340285246,0.726,0.461,1.53E-67,12,PMAIP1
C1QBP,2.06E-71,0.288011338,0.781,0.514,5.38E-67,12,C1QBP
AKR1A11,2.79E-71,0.252360267,0.565,0.282,7.29E-67,12,AKR1A1
PHB2,8.36E-71,0.283676997,0.734,0.463,2.19E-66,12,PHB2
CCT4,3.41E-69,0.271401187,0.743,0.454,8.93E-65,12,CCT4
ILF21,1.11E-68,0.257926013,0.662,0.354,2.90E-64,12,ILF2
CD73,5.44E-68,0.267603859,0.6,0.29,1.42E-63,12,CD7
CD743,1.26E-67,0.280368656,0.996,0.896,3.31E-63,12,CD74
UQCRC2,1.44E-67,0.254296601,0.642,0.346,3.78E-63,12,UQCRC2
PRMT11,3.03E-67,0.257247986,0.627,0.327,7.92E-63,12,PRMT1
H1FX1,1.64E-66,0.304146971,0.905,0.791,4.29E-62,12,H1FX
RNASEH2B1,4.35E-65,0.259598132,0.669,0.369,1.14E-60,12,RNASEH2B
NUDT12,3.48E-64,0.253784738,0.572,0.299,9.10E-60,12,NUDT1
STMN13,6.63E-64,0.301154125,0.745,0.452,1.74E-59,12,STMN1
DDAH22,9.50E-62,0.257374737,0.604,0.316,2.49E-57,12,DDAH2
LAT22,3.83E-61,0.250726454,0.615,0.325,1.00E-56,12,LAT2
RGS103,1.92E-58,0.254130275,0.743,0.463,5.02E-54,12,RGS10
NUCB22,9.85E-57,0.276758279,0.849,0.669,2.58E-52,12,NUCB2
ALKBH7,1.00E-54,0.252564259,0.722,0.475,2.62E-50,12,ALKBH7
PRDX11,6.28E-50,0.272802607,0.734,0.549,1.64E-45,12,PRDX1
MT-ATP8,8.22E-50,0.266789302,0.692,0.477,2.15E-45,12,MT-ATP8
HLA-DRA3,1.62E-49,0.270917794,0.991,0.814,4.23E-45,12,HLA-DRA
ATF31,4.16E-40,0.31629389,0.635,0.469,1.09E-35,12,ATF3
NPR33,0,0.786060452,0.852,0.153,0,13,NPR3
PROM11,0,0.717377888,0.792,0.091,0,13,PROM1
TCF41,0,0.701011871,0.81,0.146,0,13,TCF4
DPPA4,0,0.50960304,0.565,0.032,0,13,DPPA4
DPYSL3,0,0.476606373,0.491,0.025,0,13,DPYSL3
FHL1,0,0.472551181,0.565,0.058,0,13,FHL1
DOCK1,0,0.366537317,0.404,0.013,0,13,DOCK1
SYCP2,0,0.357439475,0.364,0.017,0,13,SYCP2
AC008568.11,0,0.344714769,0.375,0.026,0,13,AC008568.1
HMGA2,0,0.320173555,0.38,0.028,0,13,HMGA2
LDLRAD2,0,0.319512058,0.361,0.022,0,13,LDLRAD2
PPP1R9A,0,0.314677518,0.346,0.015,0,13,PPP1R9A
ADGRG6,0,0.292674061,0.319,0.009,0,13,ADGRG6
TM4SF1,0,0.29154637,0.309,0.013,0,13,TM4SF1
HTR1F,4.61E-294,0.358431645,0.427,0.042,1.21E-289,13,HTR1F
BAALC2,8.04E-285,0.654486347,0.789,0.145,2.10E-280,13,BAALC
ZC3H12C,1.60E-283,0.316669494,0.369,0.033,4.19E-279,13,ZC3H12C
MEIS1,8.06E-272,0.522241924,0.615,0.092,2.11E-267,13,MEIS1
HLA-DRB51,3.30E-271,0.774427914,0.876,0.187,8.64E-267,13,HLA-DRB5
PAWR,1.27E-269,0.349354615,0.404,0.041,3.34E-265,13,PAWR
RBPMS,8.57E-263,0.361004802,0.43,0.047,2.24E-258,13,RBPMS
CRNDE1,3.46E-255,0.578854964,0.739,0.135,9.05E-251,13,CRNDE
MSRB3,4.69E-225,0.620726682,0.773,0.174,1.23E-220,13,MSRB3
IGHM2,4.72E-225,0.589861631,0.625,0.111,1.24E-220,13,IGHM
GFI1,1.63E-221,0.32324298,0.383,0.044,4.26E-217,13,GFI1
CD109,1.05E-220,0.375533293,0.472,0.065,2.75E-216,13,CD109
IGF2BP3,3.65E-214,0.278687238,0.322,0.033,9.54E-210,13,IGF2BP3
QPRT,3.40E-209,0.378106109,0.464,0.066,8.90E-205,13,QPRT
ANGPT12,7.49E-203,0.63548794,0.752,0.172,1.96E-198,13,ANGPT1
KIT,1.55E-198,0.484051113,0.607,0.115,4.07E-194,13,KIT
CPA3,7.69E-195,0.417032946,0.422,0.059,2.01E-190,13,CPA3
MAP7,4.00E-194,0.462456409,0.633,0.125,1.05E-189,13,MAP7
ZNF521,4.31E-193,0.360574221,0.456,0.068,1.13E-188,13,ZNF521
MSI22,2.81E-191,0.806148549,0.96,0.387,7.35E-187,13,MSI2
SPINK24,3.69E-186,0.890269858,0.953,0.338,9.65E-182,13,SPINK2
PDGFC,5.42E-186,0.304996655,0.383,0.051,1.42E-181,13,PDGFC
HOXA6,1.82E-184,0.306921925,0.385,0.051,4.76E-180,13,HOXA6
PRDM8,2.43E-181,0.38635614,0.459,0.074,6.36E-177,13,PRDM8
RPS17,3.98E-181,0.39299686,1,0.988,1.04E-176,13,RPS17
IFI44L1,6.68E-181,0.471309698,0.52,0.091,1.75E-176,13,IFI44L
IRX3,2.94E-176,0.260319383,0.282,0.03,7.70E-172,13,IRX3
GAS53,1.33E-172,0.53744815,1,0.91,3.47E-168,13,GAS5
XAF1,3.99E-171,0.682104613,0.831,0.26,1.04E-166,13,XAF1
LINC003421,8.85E-169,0.559578242,0.72,0.183,2.32E-164,13,LINC00342
ABI2,2.01E-164,0.36407655,0.451,0.077,5.25E-160,13,ABI2
MAP7D3,2.44E-163,0.44284596,0.599,0.13,6.38E-159,13,MAP7D3
RPL7,3.59E-163,0.28086936,1,0.992,9.40E-159,13,RPL7
LMO21,4.06E-161,0.613502504,0.894,0.318,1.06E-156,13,LMO2
CDK64,7.63E-161,0.74101494,0.987,0.557,2.00E-156,13,CDK6
SCRN1,1.31E-159,0.268589628,0.33,0.044,3.44E-155,13,SCRN1
TFPI2,2.95E-155,0.548216626,0.744,0.2,7.71E-151,13,TFPI
EGFL74,1.13E-153,0.569978102,0.821,0.237,2.95E-149,13,EGFL7
SMIM31,5.71E-152,0.549232124,0.765,0.229,1.50E-147,13,SMIM3
RUNX1,2.13E-150,0.649899879,0.947,0.474,5.57E-146,13,RUNX1
EBPL2,7.87E-150,0.580636708,0.905,0.32,2.06E-145,13,EBPL
SMC41,2.45E-145,0.543415047,0.768,0.228,6.40E-141,13,SMC4
IMPDH23,9.73E-145,0.57157029,0.842,0.286,2.54E-140,13,IMPDH2
HOXA9,1.21E-144,0.474373904,0.649,0.161,3.16E-140,13,HOXA9
ITGA9,9.98E-142,0.281584015,0.348,0.053,2.61E-137,13,ITGA9
LINC01268,1.57E-141,0.338954011,0.438,0.081,4.10E-137,13,LINC01268
ATP8B41,3.77E-139,0.507621853,0.755,0.219,9.86E-135,13,ATP8B4
FLT33,4.54E-139,0.520644377,0.718,0.21,1.19E-134,13,FLT3
GUCY1A1,2.67E-138,0.385928494,0.544,0.12,7.00E-134,13,GUCY1A1
TCTEX1D1,3.26E-136,0.333721834,0.449,0.086,8.54E-132,13,TCTEX1D1
BCL11A1,3.75E-136,0.530059929,0.781,0.241,9.82E-132,13,BCL11A
IGF2BP2,5.46E-136,0.493961785,0.718,0.215,1.43E-131,13,IGF2BP2
RPL23,1.32E-135,0.279566798,1,0.99,3.46E-131,13,RPL23
SNHG292,3.12E-134,0.445063413,1,0.951,8.16E-130,13,SNHG29
NAP1L12,8.96E-134,0.438165718,1,0.917,2.34E-129,13,NAP1L1
GTSF1,1.48E-133,0.390694158,0.549,0.127,3.87E-129,13,GTSF1
CACNB4,1.09E-131,0.288649881,0.343,0.055,2.85E-127,13,CACNB4
FAM30A3,1.43E-131,0.609998721,0.781,0.254,3.75E-127,13,FAM30A
HSP90AB12,6.91E-130,0.425719107,1,0.939,1.81E-125,13,HSP90AB1
GBP4,1.74E-128,0.377491626,0.522,0.119,4.55E-124,13,GBP4
ETS21,4.43E-127,0.547125976,0.836,0.299,1.16E-122,13,ETS2
CCND21,8.63E-127,0.569179669,0.85,0.324,2.26E-122,13,CCND2
MAMDC2,6.16E-126,0.295856063,0.327,0.052,1.61E-121,13,MAMDC2
RPLP01,3.52E-124,0.30395789,1,0.988,9.21E-120,13,RPLP0
PLCB1,9.78E-124,0.398120779,0.604,0.157,2.56E-119,13,PLCB1
MZB11,1.17E-122,0.37765025,0.478,0.104,3.06E-118,13,MZB1
PALM2-AKAP2,1.06E-119,0.378654398,0.554,0.136,2.76E-115,13,PALM2-AKAP2
ABO,2.13E-116,0.273911427,0.367,0.068,5.57E-112,13,ABO
MYB1,3.25E-115,0.463383184,0.668,0.204,8.51E-111,13,MYB
KMT2A,5.69E-115,0.572945544,0.884,0.428,1.49E-110,13,KMT2A
FTX,5.71E-115,0.508764614,0.778,0.273,1.49E-110,13,FTX
RPS26,6.18E-115,0.330026002,1,0.984,1.62E-110,13,RPS26
EIF3E1,6.35E-115,0.396230441,0.997,0.903,1.66E-110,13,EIF3E
TFDP22,5.82E-112,0.501346791,0.834,0.315,1.52E-107,13,TFDP2
SATB1,7.47E-112,0.526146316,0.831,0.327,1.95E-107,13,SATB1
DDX3Y1,1.47E-110,0.477727643,0.784,0.256,3.84E-106,13,DDX3Y
PLEKHA51,2.06E-110,0.33196913,0.449,0.102,5.39E-106,13,PLEKHA5
